order_id,user_id,order_date,channel,order_value_usd
ORD-10455,USR-1741,2026-04-17,TikTok Ads,59.9
ORD-10456,USR-2358,2026-06-13,Google Ads,21.72
ORD-10457,USR-1511,2026-04-08,Google Ads,61.61
ORD-10458,USR-1134,2026-01-04,Google Ads,20.9
ORD-10459,USR-1987,2026-02-23,Meta Ads,26.07
ORD-10460,USR-1933,2026-02-24,TikTok Ads,83.79
ORD-10461,USR-2364,2026-05-09,Direct,31.85
ORD-10462,USR-1859,2026-05-13,TikTok Ads,84.74
ORD-10463,USR-1802,2026-04-19,Organic Search,99.61
ORD-10464,USR-2467,2026-05-09,Meta Ads,61.55
ORD-10465,USR-1060,2026-01-23,Meta Ads,52.15
ORD-10466,USR-2334,2026-02-21,Organic Search,37.69
ORD-10467,USR-1621,2026-02-24,Direct,52.21
ORD-10468,USR-1847,2026-04-16,Meta Ads,107.01
ORD-10469,USR-2010,2026-03-02,Google Ads,102.03
ORD-10470,USR-1629,2026-02-08,Meta Ads,98.42
ORD-10471,USR-1470,2026-03-28,Organic Search,63.49
ORD-10472,USR-1725,2026-06-07,Google Ads,46.07
ORD-10473,USR-1671,2026-06-14,Google Ads,87.86
ORD-10474,USR-2424,2026-04-22,Meta Ads,92.77
ORD-10475,USR-1645,2026-03-26,TikTok Ads,97.89
ORD-10476,USR-1288,2026-04-04,Meta Ads,51.25
ORD-10477,USR-1937,2026-05-06,Meta Ads,107.57
ORD-10478,USR-2019,2026-05-02,Google Ads,76.13
ORD-10479,USR-2034,2026-06-11,Google Ads,40.76
ORD-10480,USR-1146,2026-02-16,Google Ads,50.25
ORD-10481,USR-1362,2026-05-06,Direct,73.47
ORD-10482,USR-1018,2026-06-24,TikTok Ads,86.29
ORD-10483,USR-1448,2026-06-17,TikTok Ads,36.39
ORD-10484,USR-1757,2026-04-08,Google Ads,75.42
ORD-10485,USR-1204,2026-04-03,Google Ads,88.15
ORD-10486,USR-1294,2026-03-05,Direct,30.0
ORD-10487,USR-2292,2026-01-26,Google Ads,56.15
ORD-10488,USR-2337,2026-02-18,TikTok Ads,68.32
ORD-10489,USR-1528,2026-02-22,TikTok Ads,105.02
ORD-10490,USR-1415,2026-05-11,Google Ads,90.04
ORD-10491,USR-1667,2026-05-24,Meta Ads,88.21
ORD-10492,USR-1504,2026-02-25,Organic Search,106.79
ORD-10493,USR-1946,2026-06-18,Google Ads,44.98
ORD-10494,USR-1961,2026-06-06,Meta Ads,57.48
ORD-10495,USR-1941,2026-01-15,Google Ads,55.72
ORD-10496,USR-1559,2026-05-26,Organic Search,36.84
ORD-10497,USR-1715,2026-05-16,Organic Search,34.08
ORD-10498,USR-1731,2026-04-14,Direct,72.29
ORD-10499,USR-1833,2026-02-18,Meta Ads,68.9
ORD-10500,USR-1220,2026-03-20,Meta Ads,73.7
ORD-10501,USR-1205,2026-03-08,Meta Ads,54.12
ORD-10502,USR-1643,2026-02-28,TikTok Ads,63.75
ORD-10503,USR-1618,2026-04-26,Meta Ads,112.58
ORD-10504,USR-2085,2026-06-07,Meta Ads,103.44
ORD-10505,USR-2147,2026-05-17,Meta Ads,25.01
ORD-10506,USR-2159,2026-02-17,Meta Ads,59.74
ORD-10507,USR-2452,2026-02-27,TikTok Ads,51.77
ORD-10508,USR-2378,2026-02-27,TikTok Ads,85.47
ORD-10509,USR-1582,2026-02-13,TikTok Ads,84.56
ORD-10510,USR-1924,2026-05-07,Organic Search,31.66
ORD-10511,USR-1898,2026-05-24,TikTok Ads,60.48
ORD-10512,USR-2493,2026-03-31,Organic Search,94.62
ORD-10513,USR-2292,2026-03-17,Google Ads,89.84
ORD-10514,USR-2082,2026-01-16,Meta Ads,34.46
ORD-10515,USR-1715,2026-05-10,Google Ads,91.06
ORD-10516,USR-1592,2026-05-19,Meta Ads,76.39
ORD-10517,USR-1857,2026-06-27,Google Ads,62.33
ORD-10518,USR-1383,2026-03-03,TikTok Ads,72.68
ORD-10519,USR-1060,2026-06-15,TikTok Ads,49.07
ORD-10520,USR-2401,2026-06-22,Organic Search,44.24
ORD-10521,USR-1998,2026-06-04,Google Ads,96.56
ORD-10522,USR-1886,2026-05-12,Google Ads,34.71
ORD-10523,USR-1339,2026-03-25,TikTok Ads,53.68
ORD-10524,USR-1574,2026-01-28,Meta Ads,42.72
ORD-10525,USR-1827,2026-05-05,Organic Search,19.09
ORD-10526,USR-2240,2026-06-27,TikTok Ads,109.28
ORD-10527,USR-1076,2026-06-06,Google Ads,101.67
ORD-10528,USR-2205,2026-01-02,TikTok Ads,89.22
ORD-10529,USR-2299,2026-02-07,Meta Ads,109.82
ORD-10530,USR-1572,2026-01-31,Organic Search,105.09
ORD-10531,USR-1350,2026-04-19,Google Ads,19.24
ORD-10532,USR-2011,2026-01-13,Meta Ads,108.63
ORD-10533,USR-1507,2026-05-29,TikTok Ads,83.71
ORD-10534,USR-2438,2026-02-04,Meta Ads,95.26
ORD-10535,USR-2379,2026-04-24,TikTok Ads,19.09
ORD-10536,USR-1708,2026-04-09,Direct,105.77
ORD-10537,USR-1067,2026-05-18,Google Ads,119.02
ORD-10538,USR-2473,2026-05-07,TikTok Ads,89.28
ORD-10539,USR-2071,2026-06-20,Google Ads,77.67
ORD-10540,USR-1993,2026-06-01,Google Ads,50.9
ORD-10541,USR-1779,2026-02-28,Google Ads,66.89
ORD-10542,USR-2037,2026-04-23,Google Ads,20.6
ORD-10543,USR-2178,2026-05-19,Organic Search,86.14
ORD-10544,USR-1276,2026-04-30,Direct,81.32
ORD-10545,USR-1856,2026-03-28,TikTok Ads,83.11
ORD-10546,USR-2087,2026-05-30,Meta Ads,100.08
ORD-10547,USR-1405,2026-05-23,Meta Ads,62.79
ORD-10548,USR-1429,2026-06-24,Google Ads,32.82
ORD-10549,USR-1374,2026-05-28,TikTok Ads,33.0
ORD-10550,USR-1531,2026-01-12,Google Ads,115.9
ORD-10551,USR-1089,2026-05-11,TikTok Ads,57.2
ORD-10552,USR-1741,2026-03-07,Google Ads,82.47
ORD-10553,USR-1875,2026-01-26,TikTok Ads,52.27
ORD-10554,USR-2052,2026-05-30,TikTok Ads,59.45
ORD-10555,USR-1339,2026-06-07,Organic Search,107.5
ORD-10556,USR-1518,2026-05-24,TikTok Ads,67.67
ORD-10557,USR-2238,2026-06-25,Google Ads,45.08
ORD-10558,USR-1211,2026-03-14,Direct,37.7
ORD-10559,USR-2230,2026-04-29,TikTok Ads,103.98
ORD-10560,USR-2332,2026-04-20,Meta Ads,117.41
ORD-10561,USR-1809,2026-06-26,TikTok Ads,113.49
ORD-10562,USR-2121,2026-05-27,Google Ads,22.46
ORD-10563,USR-1762,2026-04-18,Meta Ads,64.26
ORD-10564,USR-1927,2026-04-12,Direct,32.59
ORD-10565,USR-1583,2026-03-25,Direct,61.17
ORD-10566,USR-1109,2026-02-25,Meta Ads,81.21
ORD-10567,USR-2083,2026-04-03,Meta Ads,101.79
ORD-10568,USR-1636,2026-01-28,Google Ads,46.76
ORD-10569,USR-2109,2026-02-05,Meta Ads,109.31
ORD-10570,USR-1382,2026-03-23,Meta Ads,118.61
ORD-10571,USR-1030,2026-04-30,Meta Ads,46.75
ORD-10572,USR-1452,2026-02-15,Organic Search,65.24
ORD-10573,USR-1237,2026-01-10,Google Ads,47.73
ORD-10574,USR-2469,2026-06-21,Meta Ads,106.92
ORD-10575,USR-1990,2026-03-06,Google Ads,56.55
ORD-10576,USR-1225,2026-04-16,Meta Ads,63.14
ORD-10577,USR-1529,2026-05-21,Meta Ads,85.06
ORD-10578,USR-1105,2026-06-17,TikTok Ads,47.96
ORD-10579,USR-1848,2026-03-04,Meta Ads,95.34
ORD-10580,USR-1980,2026-02-09,Google Ads,66.39
ORD-10581,USR-2234,2026-03-17,Google Ads,84.1
ORD-10582,USR-2462,2026-02-17,Google Ads,88.35
ORD-10583,USR-1487,2026-03-30,Google Ads,35.62
ORD-10584,USR-2413,2026-03-22,Organic Search,74.61
ORD-10585,USR-1309,2026-03-31,Organic Search,39.13
ORD-10586,USR-1844,2026-02-08,Direct,84.48
ORD-10587,USR-1052,2026-06-15,Organic Search,44.26
ORD-10588,USR-1757,2026-06-05,Google Ads,101.7
ORD-10589,USR-1421,2026-05-30,TikTok Ads,116.84
ORD-10590,USR-1005,2026-03-13,Google Ads,54.33
ORD-10591,USR-1698,2026-04-09,Direct,50.44
ORD-10592,USR-2278,2026-02-28,Organic Search,50.45
ORD-10593,USR-1286,2026-02-21,TikTok Ads,37.91
ORD-10594,USR-2429,2026-03-25,Meta Ads,93.93
ORD-10595,USR-1275,2026-02-14,Organic Search,54.54
ORD-10596,USR-1480,2026-03-22,Meta Ads,73.21
ORD-10597,USR-2351,2026-01-17,Meta Ads,111.68
ORD-10598,USR-1327,2026-04-19,Direct,36.79
ORD-10599,USR-2252,2026-04-21,Organic Search,63.96
ORD-10600,USR-1757,2026-01-16,TikTok Ads,60.15
ORD-10601,USR-1012,2026-05-25,TikTok Ads,95.79
ORD-10602,USR-2194,2026-04-04,Google Ads,18.2
ORD-10603,USR-1848,2026-05-29,Meta Ads,68.61
ORD-10604,USR-2203,2026-04-26,TikTok Ads,68.53
ORD-10605,USR-1925,2026-02-22,Meta Ads,72.87
ORD-10606,USR-2390,2026-02-21,Direct,31.87
ORD-10607,USR-2288,2026-03-16,Google Ads,50.28
ORD-10608,USR-1973,2026-05-20,TikTok Ads,111.07
ORD-10609,USR-2213,2026-05-16,Meta Ads,88.04
ORD-10610,USR-1882,2026-04-17,Organic Search,93.83
ORD-10611,USR-1415,2026-06-20,TikTok Ads,73.43
ORD-10612,USR-1389,2026-03-26,Organic Search,53.42
ORD-10613,USR-1191,2026-04-12,Meta Ads,60.27
ORD-10614,USR-1138,2026-06-26,Meta Ads,45.71
ORD-10615,USR-2086,2026-05-29,Direct,19.36
ORD-10616,USR-1272,2026-04-13,Meta Ads,83.61
ORD-10617,USR-2142,2026-01-28,Organic Search,77.96
ORD-10618,USR-1176,2026-03-09,Google Ads,44.57
ORD-10619,USR-2311,2026-02-27,Google Ads,72.02
ORD-10620,USR-2378,2026-03-24,Meta Ads,29.94
ORD-10621,USR-1209,2026-01-28,Meta Ads,119.13
ORD-10622,USR-1967,2026-04-07,Direct,113.59
ORD-10623,USR-1922,2026-04-24,Direct,24.7
ORD-10624,USR-2310,2026-05-24,TikTok Ads,30.8
ORD-10625,USR-1801,2026-05-22,Google Ads,34.89
ORD-10626,USR-2001,2026-06-01,Google Ads,110.0
ORD-10627,USR-2033,2026-05-28,TikTok Ads,33.61
ORD-10628,USR-2306,2026-06-01,Organic Search,20.84
ORD-10629,USR-1104,2026-01-15,Google Ads,84.67
ORD-10630,USR-1350,2026-01-26,TikTok Ads,52.46
ORD-10631,USR-1086,2026-05-20,Organic Search,46.38
ORD-10632,USR-1669,2026-04-22,Meta Ads,113.72
ORD-10633,USR-2456,2026-05-29,Google Ads,101.36
ORD-10634,USR-2166,2026-04-26,Meta Ads,114.74
ORD-10635,USR-2325,2026-04-20,Google Ads,81.39
ORD-10636,USR-1069,2026-05-01,Google Ads,109.75
ORD-10637,USR-1470,2026-04-22,Meta Ads,84.16
ORD-10638,USR-1738,2026-01-18,Meta Ads,74.49
ORD-10639,USR-2265,2026-05-31,TikTok Ads,73.86
ORD-10640,USR-1502,2026-06-29,Meta Ads,41.66
ORD-10641,USR-1310,2026-01-05,Meta Ads,52.96
ORD-10642,USR-1584,2026-04-12,Meta Ads,109.05
ORD-10643,USR-1818,2026-01-02,TikTok Ads,84.17
ORD-10644,USR-1716,2026-04-18,Meta Ads,74.64
ORD-10645,USR-1605,2026-05-05,Organic Search,42.27
ORD-10646,USR-1856,2026-06-11,Meta Ads,87.66
ORD-10647,USR-1110,2026-01-22,Meta Ads,75.32
ORD-10648,USR-2232,2026-06-19,Organic Search,23.03
ORD-10649,USR-1007,2026-04-09,Google Ads,31.62
ORD-10650,USR-1601,2026-01-17,Meta Ads,31.38
ORD-10651,USR-1589,2026-06-15,Google Ads,110.85
ORD-10652,USR-2262,2026-06-12,Meta Ads,29.66
ORD-10653,USR-1268,2026-05-23,Organic Search,63.21
ORD-10654,USR-1981,2026-06-12,Meta Ads,23.04
ORD-10655,USR-1025,2026-05-31,Google Ads,113.4
ORD-10656,USR-1570,2026-01-20,Meta Ads,83.92
ORD-10657,USR-2272,2026-05-26,Meta Ads,90.05
ORD-10658,USR-1555,2026-01-13,Meta Ads,27.22
ORD-10659,USR-1750,2026-01-19,TikTok Ads,84.49
ORD-10660,USR-1121,2026-03-22,TikTok Ads,102.53
ORD-10661,USR-1380,2026-04-14,Meta Ads,54.21
ORD-10662,USR-1354,2026-04-17,Direct,52.26
ORD-10663,USR-2151,2026-05-21,Google Ads,84.11
ORD-10664,USR-1807,2026-04-22,Meta Ads,31.47
ORD-10665,USR-1428,2026-05-24,Meta Ads,38.11
ORD-10666,USR-2310,2026-04-06,Organic Search,25.05
ORD-10667,USR-1170,2026-05-16,Google Ads,42.55
ORD-10668,USR-1582,2026-02-14,Organic Search,113.1
ORD-10669,USR-2148,2026-04-25,Google Ads,81.13
ORD-10670,USR-1657,2026-01-30,TikTok Ads,19.52
ORD-10671,USR-1571,2026-04-27,Google Ads,61.61
ORD-10672,USR-1452,2026-05-06,Meta Ads,15.85
ORD-10673,USR-1619,2026-05-02,Meta Ads,54.8
ORD-10674,USR-2169,2026-05-31,Google Ads,41.2
ORD-10675,USR-2225,2026-05-02,Google Ads,75.17
ORD-10676,USR-1446,2026-04-22,Organic Search,43.56
ORD-10677,USR-2119,2026-05-19,TikTok Ads,116.4
ORD-10678,USR-1415,2026-03-22,TikTok Ads,85.46
ORD-10679,USR-1149,2026-02-04,Direct,97.25
ORD-10680,USR-2001,2026-01-11,Google Ads,17.71
ORD-10681,USR-2293,2026-03-01,Meta Ads,87.24
ORD-10682,USR-1840,2026-04-23,Meta Ads,34.02
ORD-10683,USR-2092,2026-03-24,Organic Search,47.26
ORD-10684,USR-2260,2026-01-30,TikTok Ads,74.37
ORD-10685,USR-2016,2026-01-25,TikTok Ads,87.49
ORD-10686,USR-2048,2026-04-04,Meta Ads,84.48
ORD-10687,USR-1098,2026-04-26,Meta Ads,39.67
ORD-10688,USR-1684,2026-03-26,Organic Search,46.98
ORD-10689,USR-1843,2026-05-06,Organic Search,18.77
ORD-10690,USR-1783,2026-02-23,Meta Ads,75.26
ORD-10691,USR-1186,2026-01-18,Organic Search,76.24
ORD-10692,USR-1490,2026-01-06,TikTok Ads,47.18
ORD-10693,USR-2356,2026-02-17,TikTok Ads,74.45
ORD-10694,USR-1282,2026-05-10,Meta Ads,74.44
ORD-10695,USR-1574,2026-03-13,Organic Search,20.31
ORD-10696,USR-1016,2026-01-12,Google Ads,38.29
ORD-10697,USR-1519,2026-04-30,Meta Ads,112.69
ORD-10698,USR-2198,2026-02-05,Google Ads,106.42
ORD-10699,USR-1969,2026-06-07,Meta Ads,84.59
ORD-10700,USR-2316,2026-06-29,Google Ads,91.39
ORD-10701,USR-2459,2026-05-23,Google Ads,31.94
ORD-10702,USR-1164,2026-04-16,Meta Ads,94.82
ORD-10703,USR-1837,2026-01-29,Meta Ads,51.39
ORD-10704,USR-1783,2026-05-10,Google Ads,32.99
ORD-10705,USR-1470,2026-04-10,Google Ads,99.3
ORD-10706,USR-1220,2026-06-20,TikTok Ads,51.21
ORD-10707,USR-1931,2026-06-29,Organic Search,27.82
ORD-10708,USR-2139,2026-05-27,TikTok Ads,85.6
ORD-10709,USR-1387,2026-05-28,TikTok Ads,26.09
ORD-10710,USR-1637,2026-01-05,Meta Ads,71.19
ORD-10711,USR-1988,2026-01-22,TikTok Ads,118.92
ORD-10712,USR-1617,2026-03-18,Direct,67.98
ORD-10713,USR-1477,2026-03-09,Direct,51.94
ORD-10714,USR-2212,2026-06-12,Google Ads,81.98
ORD-10715,USR-1186,2026-04-05,Google Ads,58.17
ORD-10716,USR-1143,2026-05-10,TikTok Ads,82.71
ORD-10717,USR-2130,2026-06-16,Direct,44.29
ORD-10718,USR-1003,2026-05-19,Google Ads,78.34
ORD-10719,USR-1606,2026-04-21,Organic Search,64.45
ORD-10720,USR-1558,2026-04-02,Meta Ads,37.08
ORD-10721,USR-2131,2026-04-16,TikTok Ads,21.41
ORD-10722,USR-2354,2026-02-09,Meta Ads,103.92
ORD-10723,USR-1794,2026-01-12,Meta Ads,77.4
ORD-10724,USR-2339,2026-02-18,TikTok Ads,15.14
ORD-10725,USR-2119,2026-03-25,Meta Ads,38.76
ORD-10726,USR-1844,2026-02-11,Meta Ads,84.42
ORD-10727,USR-1420,2026-04-28,Meta Ads,83.29
ORD-10728,USR-1753,2026-01-22,Meta Ads,19.72
ORD-10729,USR-2183,2026-02-10,Direct,65.25
ORD-10730,USR-2096,2026-03-07,Google Ads,63.86
ORD-10731,USR-1787,2026-01-10,Meta Ads,65.68
ORD-10732,USR-2431,2026-03-07,Google Ads,66.72
ORD-10733,USR-2101,2026-05-10,TikTok Ads,56.78
ORD-10734,USR-2179,2026-01-15,Organic Search,32.42
ORD-10735,USR-1621,2026-04-13,Google Ads,24.44
ORD-10736,USR-1673,2026-05-26,Meta Ads,111.31
ORD-10737,USR-2477,2026-03-17,Meta Ads,90.05
ORD-10738,USR-1638,2026-06-13,TikTok Ads,88.27
ORD-10739,USR-2119,2026-04-10,TikTok Ads,86.02
ORD-10740,USR-1293,2026-06-13,TikTok Ads,46.06
ORD-10741,USR-1698,2026-04-19,Meta Ads,112.05
ORD-10742,USR-2485,2026-05-29,TikTok Ads,61.45
ORD-10743,USR-2004,2026-05-20,Meta Ads,102.91
ORD-10744,USR-2424,2026-03-02,Meta Ads,102.31
ORD-10745,USR-1108,2026-02-13,TikTok Ads,108.9
ORD-10746,USR-1205,2026-03-28,TikTok Ads,27.41
ORD-10747,USR-2378,2026-04-07,Meta Ads,52.44
ORD-10748,USR-1189,2026-03-24,Meta Ads,71.73
ORD-10749,USR-1290,2026-06-17,Organic Search,109.37
ORD-10750,USR-2432,2026-01-29,Meta Ads,55.32
ORD-10751,USR-1730,2026-06-22,Direct,40.23
ORD-10752,USR-1607,2026-05-09,Meta Ads,33.57
ORD-10753,USR-1053,2026-02-23,Google Ads,106.73
ORD-10754,USR-1192,2026-04-09,Organic Search,48.6
ORD-10755,USR-1705,2026-04-21,Meta Ads,85.61
ORD-10756,USR-2135,2026-03-11,Google Ads,28.99
ORD-10757,USR-1708,2026-05-11,TikTok Ads,75.74
ORD-10758,USR-1242,2026-04-19,Meta Ads,67.5
ORD-10759,USR-1170,2026-04-12,Meta Ads,34.6
ORD-10760,USR-1110,2026-03-27,Meta Ads,79.8
ORD-10761,USR-2223,2026-03-27,Meta Ads,116.17
ORD-10762,USR-1298,2026-04-25,Google Ads,44.17
ORD-10763,USR-1210,2026-05-17,Meta Ads,102.4
ORD-10764,USR-1438,2026-06-28,Google Ads,39.54
ORD-10765,USR-1805,2026-06-03,Meta Ads,69.94
ORD-10766,USR-1941,2026-01-19,TikTok Ads,77.85
ORD-10767,USR-2255,2026-04-23,TikTok Ads,72.2
ORD-10768,USR-1375,2026-02-21,TikTok Ads,22.84
ORD-10769,USR-1651,2026-04-13,Google Ads,52.66
ORD-10770,USR-1599,2026-04-27,Google Ads,112.03
ORD-10771,USR-1117,2026-01-13,TikTok Ads,46.82
ORD-10772,USR-2098,2026-04-26,TikTok Ads,112.72
ORD-10773,USR-1522,2026-01-07,Google Ads,53.85
ORD-10774,USR-1746,2026-06-22,Meta Ads,116.78
ORD-10775,USR-2490,2026-01-26,Organic Search,23.06
ORD-10776,USR-1797,2026-01-14,Meta Ads,67.43
ORD-10777,USR-1684,2026-06-07,Direct,27.09
ORD-10778,USR-1506,2026-06-28,Meta Ads,84.27
ORD-10779,USR-1505,2026-03-05,Google Ads,21.45
ORD-10780,USR-2301,2026-03-28,Google Ads,29.21
ORD-10781,USR-2464,2026-06-18,Meta Ads,78.19
ORD-10782,USR-1819,2026-05-05,Meta Ads,46.22
ORD-10783,USR-1643,2026-06-11,Meta Ads,36.93
ORD-10784,USR-1477,2026-01-04,Google Ads,53.18
ORD-10785,USR-1919,2026-02-04,Meta Ads,99.32
ORD-10786,USR-2306,2026-06-27,Google Ads,77.24
ORD-10787,USR-1507,2026-05-01,Google Ads,107.27
ORD-10788,USR-2210,2026-04-09,Meta Ads,54.01
ORD-10789,USR-1303,2026-06-14,Meta Ads,48.51
ORD-10790,USR-1541,2026-06-25,Google Ads,23.42
ORD-10791,USR-1221,2026-03-07,TikTok Ads,52.78
ORD-10792,USR-2478,2026-03-31,Meta Ads,86.24
ORD-10793,USR-1598,2026-05-07,Organic Search,49.2
ORD-10794,USR-1597,2026-05-14,TikTok Ads,64.3
ORD-10795,USR-2380,2026-05-26,Google Ads,16.1
ORD-10796,USR-2252,2026-06-19,Google Ads,97.52
ORD-10797,USR-1904,2026-04-04,Meta Ads,106.76
ORD-10798,USR-2184,2026-03-17,Organic Search,74.52
ORD-10799,USR-1171,2026-04-27,Google Ads,20.73
ORD-10800,USR-1421,2026-01-03,Meta Ads,37.71
ORD-10801,USR-1377,2026-06-10,Organic Search,61.32
ORD-10802,USR-1880,2026-05-03,Google Ads,67.87
ORD-10803,USR-1382,2026-01-22,Meta Ads,81.3
ORD-10804,USR-2108,2026-01-25,Google Ads,58.48
ORD-10805,USR-2435,2026-05-24,Organic Search,58.59
ORD-10806,USR-1264,2026-06-28,TikTok Ads,17.21
ORD-10807,USR-1726,2026-05-30,Meta Ads,97.71
ORD-10808,USR-2353,2026-02-22,Google Ads,72.01
ORD-10809,USR-1924,2026-05-02,Meta Ads,16.3
ORD-10810,USR-1347,2026-05-11,Meta Ads,40.64
ORD-10811,USR-1622,2026-02-04,Meta Ads,104.75
ORD-10812,USR-1903,2026-04-03,Google Ads,43.42
ORD-10813,USR-1596,2026-05-02,Meta Ads,17.71
ORD-10814,USR-2356,2026-05-16,Google Ads,119.43
ORD-10815,USR-2356,2026-01-09,Google Ads,26.92
ORD-10816,USR-1225,2026-03-12,Meta Ads,34.45
ORD-10817,USR-2451,2026-06-01,Google Ads,19.79
ORD-10818,USR-2392,2026-04-20,Google Ads,23.1
ORD-10819,USR-2391,2026-01-12,Direct,86.46
ORD-10820,USR-1170,2026-06-13,Google Ads,87.53
ORD-10821,USR-2213,2026-06-20,Meta Ads,55.12
ORD-10822,USR-2338,2026-03-19,Meta Ads,15.44
ORD-10823,USR-2178,2026-04-02,TikTok Ads,95.43
ORD-10824,USR-1467,2026-05-17,Google Ads,75.86
ORD-10825,USR-1993,2026-03-09,Meta Ads,19.35
ORD-10826,USR-2455,2026-06-03,Google Ads,27.05
ORD-10827,USR-1147,2026-06-22,Meta Ads,33.8
ORD-10828,USR-1812,2026-04-21,Meta Ads,64.88
ORD-10829,USR-1972,2026-03-04,TikTok Ads,44.46
ORD-10830,USR-2332,2026-05-27,Direct,87.17
ORD-10831,USR-2451,2026-01-14,Organic Search,66.44
ORD-10832,USR-1725,2026-02-20,TikTok Ads,33.99
ORD-10833,USR-1438,2026-01-19,Meta Ads,43.63
ORD-10834,USR-1890,2026-02-02,Organic Search,22.14
ORD-10835,USR-1409,2026-05-06,Meta Ads,108.46
ORD-10836,USR-1591,2026-05-07,Google Ads,85.95
ORD-10837,USR-1309,2026-05-06,Google Ads,21.21
ORD-10838,USR-1443,2026-01-28,TikTok Ads,119.38
ORD-10839,USR-1213,2026-03-13,Meta Ads,107.36
ORD-10840,USR-1064,2026-03-26,Direct,52.21
ORD-10841,USR-1938,2026-04-25,TikTok Ads,88.58
ORD-10842,USR-1490,2026-04-06,Google Ads,51.73
ORD-10843,USR-1918,2026-05-29,Google Ads,48.08
ORD-10844,USR-2326,2026-06-21,Meta Ads,17.65
ORD-10845,USR-2455,2026-06-19,Google Ads,74.21
ORD-10846,USR-1244,2026-05-14,Meta Ads,74.58
ORD-10847,USR-1295,2026-01-31,Meta Ads,79.06
ORD-10848,USR-1100,2026-03-18,Google Ads,110.76
ORD-10849,USR-1936,2026-04-02,Google Ads,34.19
ORD-10850,USR-1133,2026-02-27,Meta Ads,110.34
ORD-10851,USR-2098,2026-02-07,Meta Ads,76.41
ORD-10852,USR-2378,2026-06-17,Meta Ads,21.39
ORD-10853,USR-2264,2026-01-19,TikTok Ads,52.97
ORD-10854,USR-1701,2026-03-29,Google Ads,82.42
ORD-10855,USR-1507,2026-06-02,Meta Ads,27.78
ORD-10856,USR-1220,2026-03-30,Meta Ads,100.07
ORD-10857,USR-1840,2026-01-25,TikTok Ads,75.07
ORD-10858,USR-1871,2026-05-27,Meta Ads,40.92
ORD-10859,USR-1044,2026-02-03,Google Ads,76.74
ORD-10860,USR-1872,2026-05-02,Meta Ads,23.57
ORD-10861,USR-2033,2026-02-08,TikTok Ads,69.4
ORD-10862,USR-1380,2026-01-18,Meta Ads,100.25
ORD-10863,USR-2191,2026-01-15,Google Ads,85.23
ORD-10864,USR-2232,2026-05-17,Meta Ads,17.11
ORD-10865,USR-2092,2026-04-09,Google Ads,63.14
ORD-10866,USR-1622,2026-01-20,Organic Search,86.3
ORD-10867,USR-2353,2026-01-13,Meta Ads,36.88
ORD-10868,USR-1190,2026-04-15,Organic Search,39.26
ORD-10869,USR-1266,2026-01-09,Meta Ads,38.17
ORD-10870,USR-1375,2026-02-11,Organic Search,58.71
ORD-10871,USR-1072,2026-02-06,Meta Ads,94.8
ORD-10872,USR-1571,2026-05-10,TikTok Ads,37.02
ORD-10873,USR-2174,2026-02-09,Organic Search,55.52
ORD-10874,USR-1734,2026-06-28,Organic Search,87.62
ORD-10875,USR-2206,2026-06-27,Meta Ads,28.73
ORD-10876,USR-1870,2026-05-10,Direct,81.36
ORD-10877,USR-1697,2026-04-29,Google Ads,30.46
ORD-10878,USR-2215,2026-03-16,TikTok Ads,81.79
ORD-10879,USR-1893,2026-02-28,Meta Ads,35.86
ORD-10880,USR-2384,2026-05-24,Organic Search,53.87
ORD-10881,USR-1944,2026-02-04,Organic Search,84.06
ORD-10882,USR-1466,2026-04-10,Google Ads,97.74
ORD-10883,USR-1231,2026-05-24,Google Ads,100.3
ORD-10884,USR-2296,2026-03-21,Organic Search,46.76
ORD-10885,USR-1545,2026-01-07,Organic Search,43.74
ORD-10886,USR-1214,2026-01-06,TikTok Ads,104.6
ORD-10887,USR-1685,2026-05-06,Meta Ads,82.8
ORD-10888,USR-1893,2026-01-26,Meta Ads,47.77
ORD-10889,USR-2212,2026-05-11,Meta Ads,29.42
ORD-10890,USR-1565,2026-03-31,Meta Ads,84.54
ORD-10891,USR-2135,2026-02-28,Organic Search,47.86
ORD-10892,USR-1668,2026-02-28,Organic Search,92.91
ORD-10893,USR-2058,2026-02-25,TikTok Ads,106.67
ORD-10894,USR-1000,2026-04-14,Organic Search,64.92
ORD-10895,USR-2146,2026-06-21,Meta Ads,102.83
ORD-10896,USR-1574,2026-04-27,TikTok Ads,90.64
ORD-10897,USR-2455,2026-05-07,Google Ads,102.01
ORD-10898,USR-2469,2026-01-03,TikTok Ads,57.23
ORD-10899,USR-2276,2026-01-14,TikTok Ads,111.83
ORD-10900,USR-2047,2026-04-05,Organic Search,29.62
ORD-10901,USR-1717,2026-03-23,Google Ads,49.24
ORD-10902,USR-1270,2026-03-20,Direct,105.56
ORD-10903,USR-1701,2026-01-08,TikTok Ads,113.92
ORD-10904,USR-1351,2026-04-15,Meta Ads,76.18
ORD-10905,USR-2024,2026-04-26,Google Ads,20.9
ORD-10906,USR-1888,2026-03-20,Google Ads,33.02
ORD-10907,USR-1764,2026-03-23,Google Ads,58.67
ORD-10908,USR-1309,2026-01-14,Direct,64.77
ORD-10909,USR-2117,2026-04-11,TikTok Ads,58.59
ORD-10910,USR-2045,2026-03-26,Google Ads,35.55
